id;name;author;more info;year
421; D M Amatya;" R. W. Skaggs	 D. M. Amatya	 R. W. Skaggs"; Long-termhydrology and water quality of a drained pine plantation in North Carolina.Trans. ASABE 54 2087â€“2098 ;2011
422; M Aubinet; C. Vincke; B. Heinesch Q. Hurdebise T. Manise Twenty yearsof measurements of the exchange of CO2 and water vapour at the VielsalmTerrestrial Observatory. ForÃªt-Nature 139 17â€“28 ;2016
423; G Aussenac; C. Boulangeat; Interception of precipitation and actualevapotranspiration in broad-leaved Fagus sylvatica L.;
424; E Beaulieu; Y. Lucas; D. Viville F. Chabaux P. Ackerer Y. GoddÃ©ris M.-C.Pierret Hydrological and vegetation response to climate change in a forestedmountainous catchment. Model. Earth Syst. Environ. 2 191 ;2016
425; C Bailly; G. B. de Coignac; C. Malvos J. M. Ningre J. M. SarrailhÃ‰tude del'influence du couvert naturel et de ses modifications Ã¡ Madagascar.â€ CahiersScientifiques 4 1â€“114 Centre Scientifique Forestier Tropical Nogent-sur-Marne France;1974
426; P N Beets; G. R. Oliver; Water use by managed stands of Pinus radiataindigenous podocarp/hardwood forest and improved pasture in the centralNorth Island of New Zealand. N. Z. J. For. Sci. 37 306â€“323 ;2007
427; P Benecke; Water uptake of a beech and a spruce ecosystem in Hoch-Solling. Schriften aus der Forstl. Fak. der Univ. GÃ¶ttingen. 77; 1â€“150 ;1984
428; W Bouten; P. E. Jansson; Water balance of the Solling spruce stand assimulated with various forest-soil-atmosphere models. Ecol. Modell. 83 245â€“253 ;1995
429; J SutmÃ¶ller; H. Meesenburg; Impact of forest stand development andclimate change on the water budget of the Lange Bramke basin HarzMountains Germany. Hydrol. und Wasserbewirtschaftung. H. 3 184â€“198;2018
430; T W Berger; H. Untersteiner; M. Toplitzer C. Neubauer Nutrient fluxes inpure and mixed stands of spruce Picea abies;
431; S Bigelow; Evapotranspiration modelled from stands of three broad-leavedtropical trees in Costa Rica. Hydrol. Processes 15; 2779â€“2796 ;2001
432; H W Loescher; H. L. Gholz; J. M. Jacobs S. F. Oberbauer Energy dynamicsand modeled evapotranspiration from a wet tropical forest in Costa Rica. J.Hydrol. Amst.;
433; J R Blackie; The water balance of the Kimakia catchments. East AfricanAgric. For. J. 43 (sup1;;
434; L Bren; P. Hopmans; Paired catchments observations on the water yield ofmature eucalypt and immature radiata pine plantations in Victoria Australia.J. Hydrol. Amst.;
435; L J Bren; M. Papworth; Early water yield effects of conversion of slopes of aEucalyptus forest catchment to Radiata pine plantation. Water Resour. Res.27 2421â€“2428 ;1991
436; J M Buttle; A. G. Farnsworth; Measurement and modeling of canopy waterpartitioning in a reforested landscape: The Ganaraska Forest southernOntario Canada. J. Hydrol. Amst.;
437; G Sun; A. Noormets; J. Chen S. G. McNulty Evapotranspiration estimatesfrom eddy covariance towers and hydrologic modeling in managed forests inNorthern Wisconsin USA. Agric. For. Meteorol. 148 257â€“267 ;2008
438; E S Verry; D. R. Timmons; Precipitation nutrients in the open and undertwo forests in Minnesota. Can. J. For. Res. 7 112â€“119 ;1977
439; R Calvo de Anta; M. X. GÃ³mez Rey; Spatial distribution of water cycling inforest soils under Pinus radiata in Galicia NW Spain;
440; E Dambrine et al; Budgets of mineral elements in small forestedcatchments in Galicia (NW Spain;;
441; A P GonzÃ¡lez; F. D.-F. Viqueira; Contribution to the knowledge on soilwater use. Ann. Edafol. y Agrobiol. 44 1081â€“1100 ;1985
442; J A RodrÃ­guez-SuÃ¡rez; B. Soto; R. Perez F. Diaz-Fierros Influence ofEucalyptus globulus plantation growth on water table levels and low flows ina small catchment. J. Hydrol. Amst.;
443; B A Carbon; F. J. Roberts; P. Farrington J. D. Beresford Deep drainage andwater use of forests and pastures grown on deep sands in a Mediterraneanenvironment. J. Hydrol. Amst.;
444; P M Cornish; R. A. Vertessy; Forest age-induced changes inevapotranspiration and water yield in a eucalypt forest. J. Hydrol. Amst.;
445; A A Webb; A. Kathuria; L. Turner Longer-term changes in streamflowfollowing logging and mixed species eucalypt forest regeneration: TheKaruah experiment. J. Hydrol. Amst.;
446; A C de Almeida; J. V. Soares; Comparison of water use in Eucalyptusgrandis plantations and Atlantic rainforest on the East coast of Brazil. Rev.Arvore 27 159â€“170 ;2003
447; J V Soares; A. C. Almeida; Modeling the water balance and soil water fluxesin a fast growing Eucalyptus plantation in Brazil. J. Hydrol. Amst.;
448; W W Verstraeten et al;Quantitative analysis of the evaporation fromDownloaded from https://www.science.org at Peking University on March 17; 2022First release: 17 March 2022 science.org Page numbers not final at time of first release;2022
449; A J Dolman; E. J. Moors; J. A. Elbers W. Snijder P. H. HamakerWater useof forests in the 25 Netherlandsâ€ Report Alterra Wageningen TheNetherlands2000;2000
450; X Duan; H. Zhang; Hydrological factor characteristics of Bingla mountainsmall watershed in Liaoning Province. J. Liaoning For. Sci. Technol. 1 10â€“26;2014
451; T Yan; Z. Xing; W. You G. Zhao W. Wei H. Zhang Energy balance andevapotranspiration in Larix olgensis forest in Bingla Mountain of LiaoningProvince. Shenyang Nongye Daxue Xuebao 40 449â€“452 ;2009
452; T Yan; W. You; H. Zhang W. Wei R. Wang G. Zhao Energy balance andevapotranspiration in a natural secondary forest in Eastern LiaoningProvince China. Acta Ecol. Sin. 35 172â€“179 ;2015
453; C EcheverrÃ­a; A. Huber; F. Taberlet Estudio comparativo de loscomponentes del balance hÃ­drico en un bosque nativo y una pradera en elsur de Chile. Bosque Valdivia;
454; A J Huber; R. Trecaman; Water-use efficiency of Pinus radiata stands inChile. Bosque Valdivia;
455; A Lara; C. Little; R. Urrutia J. McPhee C. Ãlvarez-GarretÃ³n C. OyarzÃºn D.Soto P. Donoso L. Nahuelhual M. Pino I. Arismendi Assessment ofecosystem services as an opportunity for the conservation and managementof native forests in Chile. For. Ecol. Manage. 258 415â€“424 ;2009
456; C OyarzÃºn; A. Huber; Water balance in young plantations of Eucalyptusglobulus and Pinus radiata in southern Chile. Terra 17 35â€“44 ;1999
457; V G Einsele et al; Water budget  intake and discharge of matter andbiological studies in the Schi¶nbuch Nature Park near Ti¼bingen. Forstw. Cbl.102 281â€“324 ;;1983
458; J A Elliott; B. M. Toth; R. J. Granger J. W. Pomeroy Soil moisture storage inmature and replanted sub-humid boreal forest stands. Can. J. Soil Sci. 78 17â€“27 ;1998
459; J W Pomeroy; R. J. Granger; A. Pietroniro J. E. Elliott B. Toth N. Hedstromâ€œHydrological pathways in the Prince Albert Model Forestâ€ NHRIContribution Series No. CS-97004. National Hydrology Research InstituteSaskatoon Canada;1997
460; B Fahey; R. Jackson; Hydrological impacts of converting native forests andgrasslands to pine plantations South Island New Zealand. Agric. For.Meteorol. 84 69â€“82 ;1997
461; J Fan; K. T. Oestergaard; A. Guyot D. A. Lockington Estimatinggroundwater recharge and evapotranspiration from water table fluctuationsunder three vegetation covers in a coastal sandy aquifer of subtropicalAustralia. J. Hydrol. Amst.;
462; C R Ford; S. H. Laseter; W. T. Swank J. M. Vose Can forest management beused to sustain water-based ecosystem services in the face of climatechange? Ecol. Appl. 21 2049â€“2067 ;2011
463; F I Unit; K. B. Station; Statistical report of hydrological obsrvation atTatsunokuchiyama Experimental Watershed. Bull. For. For. Prod. Res. Inst.308 133â€“195 ;1979
464; I Hosoda; Y. Kominami; T. Miyama M. Okano Y. Goto Hydrologicalobservation reports in the Tatsunokuchi-yama Experimental WatershedJanuary 2006-December 2010;2010
465; K Tamai; Y. Goto; Y. Kominami T. Miyama I. Hosoda Hydrologicalobservation reports in Tatsunokuchi-yama Experimental Watershed January2001 - December2005;2005
466; H W FÃ¼hrer;Influence of forest and silvicultural treatment on theamount  temporal distribution and quality of streamflow from smallcatchments: a project study on the beech forest of Krofdorfâ€ ForstlicheForschungsberichte MÃ¼nchen no. 106;;1990
467; C P Ghimire; L. A. Bruijnzeel; M. W. Lubczynski M. Bonell Negative trade-off between changes in vegetation water use and infiltration recovery afterreforesting degraded pasture land in the Nepalese Lesser Himalaya. Hydrol.Earth Syst. Sci. 18 4933â€“4949 ;2014
468; H L Gholz; K. L. Clark; Energy exchange across a chronosequence of slashpine forests in Florida. Agric. For. Meteorol. 112 87â€“102 ;2002
469; H Riekerk; Influence of silvicultural practices on the hydrology of pineflatwoods in Florida. Water Resour. Res. 25; 713â€“719 ;1989
470; G Sun; S. G. McNulty; D. M. Amatya R. W. Skaggs L. W. Swift Jr. J. P.Shepard H. Riekerk A comparison of the watershed hydrology of coastalforested wetlands and the mountainous uplands in the Southern US. J.Hydrol. Amst.;
471; J Gyenge; M. E. FernÃ¡ndez; T. Schlichter Effects on site water balance ofconversion from native mixed forest to Douglas-fir plantation in N.W.Patagonia. New For. 38 67â€“80 ;2009
472; J E Gyenge; M. Elena FernÃ¡ndez; J. Licata M. Weigandt B. J. Bond T. M.Schlichter Water use and productivity of native and planted forests in NWPatagonia: Ecohydrological and ecophysiological approaches. Ecol. Austral21 271â€“284 ;2011
473; M Herbst; P. T. W. Rosier; D. D. McNeil R. J. Harding D. J. Gowing Seasonavariability of interception evaporation from the canopy of a mixed deciduousforest. Agric. For. Meteorol. 148 1655â€“1667 ;2008
474; C Neal; A. J. Robson; C. L. Bhardwaj T. Conway H. A. Jeffery M. Neal G. P.Ryland C. J. Smith J. Walls Relationships between precipitation stemflowand throughfall for a lowland beech plantation Black Wood Hampshiresouthern England: Findings on interception at a forest edge and the effectsof storm damage. J. Hydrol. Amst.;
475; J Roberts; P. Rosier; The impact of broadleaved woodland on waterresources in lowland UK: I. Soil water changes below beech woodland andgrass on chalk sites in Hampshire. Hydrol. Earth Syst. Sci. 9 596â€“606 ;2005
476; M Herbst; M. Mund; R. Tamrakar A. Knohl Differences in carbon uptakeand water use between a managed and an unmanaged beech forest incentral Germany. For. Ecol. Manage. 355 101â€“108 ;2015
477; P HervÃ©-Fernandez; C. E. OyarzÃºn; S. Woelfl Throughfall enrichment andstream nutrient chemistry in small headwater catchments with different landcover in southern Chile. Hydrol. Processes 30 4944â€“4955 ;2016
478; C E OyarzÃºn; P. HervÃ©-Fernandez; C. FrÃªneEffects of land use changesand management practices on water yield in native forests and exoticplantations in Southern Chileâ€ in Forest Management A. Cruz R. Correa Eds.Nova Science Publishers2012;2012
479; T Hirata;Contributions to the problem of the relation between the forestand water in Japan. Imperial Forest Experiment Station Report; MeguroTokyo ;1929
480; S Murakami; Y. Tsuboyama; T. Shimizu M. Fujieda S. Noguchi Variation ofevapotranspiration with stand age and climate in a small Japanese forestedcatchment. J. Hydrol. Amst.;
481; I Hosoda; H. Daimaru; W. Murakami M. Kitada T. Sato Statistical reportsof hydrological observation at Kamabuchi Experimental Watershed. Bull. For.For. Prod. Res. Inst. 376 1â€“52 ;1999
482; I Hosoda; W. Murakami; Hydrological observation reports of theKamabuchi experimental January 1994 to December 2000;2000
483; I Hosoda; W. Murakami; S. Noguchi Hydrological observation reports ofthe Kamabuchi experimental watershed - No. 1 No. 2 and No. 3experimental watersheds - January 2001 to December 2005;2005
484;#¿NOMBRE?; S.-C. Liaw; M.-C. Chen H.-B. King S.-Y. Lu Review and analysisof forest hydrological resaerches in the Lien-hua-chi Experimental Forest. J.Exp. For. Natl. Univ. Taiwan 16 95â€“114 ;2002
485; R S Jassal; T. A. Black; D. L. Spittlehouse C. BrÃ¼mmer Z. NesicEvapotranspiration and water use efficiency in different-aged PacificNorthwest Douglas-fir stands. Agric. For. Meteorol. 149 1168â€“1178 ;2009
486; Y Ji; T. Cai; Canopy interception in original Korean pine forest:Measurement and dividual simulation in Xiaoxingâ€™an Mountainsnortheastern China. J. Beijing For. Univ. 37 41â€“49 ;2015
487; H Sheng; T. Cai; Y. Li Y. Liu Rainfall redistribution in Larix gmelinii forest onnorthern of Daxingâ€™an Mountains North-east of China. J. Soil Water Conserv.28 101â€“105 ;2014
488; Y F Yao;Impacts of climate and forest cover changes on streamflow in theXiaoxingâ€™an Mountains forested watershedsâ€  thesis Northeast ForestryUniversity Shenyang Heilongjiang China ;;2011
489; C Juez; D. PeÃ±a-Angulo; M. Khorchani D. RegÃ¼Ã©s E. Nadal-Romero 20-Years of hindsight into hydrological dynamics of a mountain forestcatchment in the Central Spanish Pyrenees. Sci. Total Environ. 766 142610;2021
490; J Krishnaswamy; M. Bonell; B. Venkatesh B. K. Purandara S. Lele M. C.Kiran V. Reddy S. Badiger K. N. Rakesh The rain-runoff response of tropicalhumid forest ecosystems to use and reforestation in the Western Ghats ofIndia. J. Hydrol. Amst.;
491; U L Ladekarl; K. R. Rasmussen; S. Christensen K. H. Jensen B. HansenGroundwater recharge and evapotranspiration for two natural ecosystemscovered with oak and heather. J. Hydrol. Amst.;
492; R Ringgaard; M. Herbst; T. Friborg Partitioning forest evapotranspiration:Interception evaporation and the impact of canopy structure local andregional advection. J. Hydrol. Amst.;
493; J A Licata; J. E. Gyenge; M. E. FernÃ¡ndez T. M. Schlichter B. J. BondIncreased water use by ponderosa pine plantations in northwesternPatagonia Argentina compared with native forest vegetation. For. Ecol.Manage. 255 753â€“764 ;2008
494; X Liu; Y. Li; X. Chen G. Zhou J. Cheng D. Zhang Z. Meng Q. ZhangPartitioning evapotranspiration in an intact forested watershed in southernChina. Ecohydrology 8 1037â€“1047 ;2015
495; D Tian; W. Yan; X. Chen X. Deng Y. Peng W. Kang C. Peng Variation inrunoff with age of Chinese fir plantations in Central South China. Hydrol.Processes 22 4870â€“4876 ;2008
496; G Yu; X. Song; Q. Wang Y. Liu D. Guan J. Yan X. Sun L. Zhang X. WenWater-use efficiency of forest ecosystems in eastern China and its relationsto climatic variables. New Phytol. 177 927â€“937 ;2008
497; A Malmer; Water-yield changes after clear-felling tropical rainforest andestablishment of forest plantation in Sabah  Malaysia. J. Hydrol. Amst.;;
498; A Malmer; M. Van Noordwijk; L. A. BruijnzeelEffects of shiftingcultivation and forest fireâ€ in Forests Water and People in the Humid Tropicsâ€“ Past Present and Future Hydrological Research for Integrated Land andWater Management. M. Bonell L. A. Bruijnzeel Eds. Cambridge UniversityPress Cambridge 5 U.K.2005;2005
499; C Martin; J.-F. Didon-Lescot; C. Cosandey Hydrological functioning of smallcatchments on granite on Mount LozÃ¨re: influence of vegetation cover onstormflows and low flows. Ã‰tudes GÃ©ographie Phys. 30 3â€“25 ;2003
500; K Matsumoto; T. Ohta; T. Nakai T. Kuwada K. Daikoku S. Iida H. Yabuki A.V. Kononov M. K. van der Molen Y. Kodama T. C. Maximov A. J. Dolman S.Hattori Energy consumption and evapotranspiration at several boreal andtemperate forests in the Far East. Agric. For. Meteorol. 148 1978â€“1989;2008
501; M Gomyo; K. Kuraji; Long-term variation of annual loss and annualevapotranspiration in small watershed with the forest restoration andsuccession on denuded hills. Nihon Shinrin Gakkaishi 95 109â€“116 ;2013
502; K Kuraji; N. Tanaka; M. GomyoLong-term meteorological andhydrological observation at Ananomiya and Shirasaka ExperimentalWatersheds Ecohydrology Research Institute the University of Tokyoâ€ inDeveloping a Network of Long-Term Research Field Stations to MonitorEnvironmental Changes and Ecosystem Responses in Asian Forests N.Kamata K. Kuraji T. Owari B. T. Guan Eds. The University of Tokyo ForestsPress Tokyo;2019
503; N Nandakumar; R. W. Mein;Analysis of paired catchment data for some ofthe hydrologic effects of landuse changeâ€ in Hydrology and Water ResourcesSymposium Newcastle The Institute of Engineers Australia NationalConference Publication no. 93/14;1993
504; E Tsykin; E. M. Laurenson; A. Y. K. WuHydrologic effects of replacementof Eucalypt forest by pasture and pinesâ€ in First National Symposium onForest Hydrology Melbourne The Institute of Engineers Australia NationalConference Publication no. 82/6;1982
505; F L Ogden; T. D. Crouch; R. F. Stallard J. S. Hall Effect of land cover and useon dry season river runoff runoff efficiency and peak storm runoff in theseasonal tropics of Central Panama. Water Resour. Res. 49 8443â€“8462;2013
506; S Wolf; W. Eugster; S. Majorek N. Buchmann Afforestation of tropicalpasture only marginally affects ecosystem-scale evapotranspiration.Ecosystems 14 1264â€“1275 ;2011
507; K V R SchÃ¤fer; R. Oren; C. T. Lai G. G. Katul Hydrologic balance in an intacttemperate forest ecosystem under ambient and elevated atmospheric CO2concentration. Glob. Change Biol. 8 895â€“911 ;2002
508; D H Pilgrim; D. G. Doran; I. A. Rowbottom S. M. Mackay J. Tjendanaâ€œWater balance and runoff characteristics of mature and cleared pine andeucalypt catchments at Lidsdale New South Wales.â€ in First NationalSymposium on Forest Hydrology Melbourne The Institute of EngineersAustralia National Conference Publication no. 82/6;1982
509; W M Putuhena; I. Cordery; Some hydrological effects of changing forestcover from eucalypts to Pinus radiata. Agric. For. Meteorol. 100 59â€“72;2000
510; J H Richardson; Some implications of tropical forest replacement inJamaica. Zeitschrift fÃ¼r Geomorphol. Neue Folge Suppl. Band 44; 107â€“118;1982
511; A Rothe; C. Huber; K. Kreutzer W. Weis Deposition and soil leaching instands of Norway spruce and European beech: Results from the HÃ¶glwaldresearch in comparison with other European case studies. Plant Soil 240 33â€“45 ;2002
512; L K Rowe; A. J. Pearce; Hydrology and related changes after harvestingnative forest catchments and establishing Pinus radiata plantations. Part 2.The native forest water balance and changes in streaflow after harvesting.Hydrol. Processes 8 281â€“297 ;1994
513; L K Rowe; A. J. Pearce; C. L. Oâ€™Loughlin Hydrology and related changesafter harvesting native forest catchments and establishing Pinus radiataplantations. Part 1. Introduction to study. Hydrol. Processes 8 263â€“279;1994
514; L F Salemi; J. D. Groppo; R. Trevisan J. M. de Moraes S. F. de BarrosFerraz J. P. Villani P. J. Duarte-Neto L. A. Martinelli Land-use change in the Atlantic rainforest region: Consequences for the hydrology of small catchments. J. Hydrol. Amst.;
515; D F Scott; R. Smith; Preliminary empirical models to predict reductions in total and low flows resulting from afforestation. Water S.A. 23 135â€“150 ;1997
516; D F Scott; F. W. Prinsloo; Longer-term effects of pine and eucalypt plantations on streamflow. Water Resour. Res. 45 1â€“8 ;2008
517; G L Vi¡squez-Veli¡squez;Influence of land use in the hydrological response of headwaters in the central Andes of Colombiaâ€  thesis Universidad Nacional de Colombiaa Sede Medelli­n Colombia ;;2016
518; M Voigtlaender;CaracterizaÃ§Ã£o hidrolÃ³gica e biogeoquÃ­mica de microbacias: Uma comparaÃ§Ã£o entre Mata AtlÃ¢ntica e Pinus taeda L.â€; thesis Universidade de SÃ£o Paulo ;2007
519; X Wang;The impact of forest on runoff under different space scale on the Loess Plateauâ€ thesis Beijing Forestry University Beijing China ;;2015
520; J Zhang; L. Na; H. Dong P. Wang Hydrological response to changes in vegetation covers of small watersheds on the Loess Plateau. Acta Ecol. Sin. 28 3597â€“3605 ;2008
521; H Yang; H. T. Choi; H. Lim Effects of forest thinning on the long-term runoff changes of coniferous forest plantation. Water 11 2301 ;2019
522; G Zhou; Z. Yu; S. Peng A study on energy balance in three ecosystems at Xiaoliang Experimental Station. Redai Yaredai Zhiwu Xuebao 7 93â€“101 ;1999
523; G Y Zhou; J. D. Morris; J. H. Yan Z. Y. Yu S. L. Peng Hydrological impacts of reafforestation with eucalypts and indigenous species: A case study in southern China. For. Ecol. Manage. 167 209â€“222 ;2002
524; Z Zou; B. Chen; Hydrological features of rainstorms in two forest types in Maofeng Mountain of Guangzhou. Shengtai Huanjing Xuebao 26 770â€“777 ;2017
525; G Hallsby; K. Ahnlund Ulvcrona; A. Karlsson B. Elfving H. SjÃ¶gren T. Ulvcrona U. Bergsten Effects of intensity of forest regeneration measures on stand development in a nationwide Swedish field experiment. Forestry 88 441â€“453 ;2015
526; M D Cain; Growth expectations from alternative thinning regimes and prescribed burning in naturally regenerated loblolly-shortleaf pine stands through age 20. For. Ecol. Manage. 81; 227â€“241 ;1996
527; G Y A Doua-Bi; I. C. Zo-Bi; B. H. K. Amani A. G. M. Elogne J. K. Nâ€™dja A. E. Nâ€™Guessan B. HÃ©rault Taking advantage of natural regeneration potential in secondary forests to recover commercial tree resources in CÃ´te dâ€™Ivoire. For. Ecol. Manage. 493 119240 ;2021
528; A C Fantini; C. Schuch; A. Siminski I. Siddique Small-scale management of secondary forests in the Brazilian Atlantic forest. Floresta Ambient. 26 e20170690 ;2019
529; K R Julin; D. V. Dâ€™amore; Tree growth on forested wetlands of southeastern Alaska following clearcutting. West. J. Appl. For. 18 30â€“34 ;2003
530; D G Pitt; L. Lanteigne; M. K. Hoepting J. Plamondon Effects of precommercial thinning on the forest value chain in northwestern New Brunswick: Part 1 - roundwood production and stumpage value. For. Chron. 89 446â€“457 ;2013
531; L P Shoo; K. Freebody; J. Kanowski C. P. Catterall Slow recovery of tropical old-field rainforest regrowth and the value and limitations of active restoration. Conserv. Biol. 30 121â€“132 ;2016
532; Z Wu; C. Zhou; X. Zhou X. Hu J. Gan Variability after 15 years of vegetation recovery in natural secondary forest with timber harvesting at different intensities in southeastern China: Community diversity and stability. Forests 9 40 ;2018
533; D C Zambiazi; A. C. Fantini; D. Piotto A. Siminski A. C. Vibrans D. C. Oller G. E. Piazza M. PeÃ±a-Claros Timber stock recovery in a chronosequence of secondary forests in southern Brazil: Adding value to restored landscapes. For. Ecol. Manage. 495 119352 ;2021
534; S Y Zhang; G. Chauret; D. E. Swift I. Duchesne Effects of precommercial thinning on tree growth and lumber quality in a jack pine stand in New Brunswick Canada. Can. J. For. Res. 36 945â€“952 ;2006
535; X Zhang; L. Jia; Y. Zhang C. Zheng Individual growth simulation for natural secondary forest of Quercus variabilis in Qinling area based on FVS. J. Beijing For. Univ. 37 19â€“29 ;2015
;;;;
