"id_study";"age";"order";"count"
"RU_Leiva 2009_Floral";"10";"Boraginales";1
"RU_Leiva 2009_Floral";"10";"Lamiales";1
"RU_Leiva 2009_Floral";"10";"Malvales";1
"RU_Leiva 2009_Floral";"100";"Apiales";1
"RU_Leiva 2009_Floral";"100";"Boraginales";4
"RU_Leiva 2009_Floral";"100";"Celastrales";1
"RU_Leiva 2009_Floral";"100";"Lamiales";3
"RU_Leiva 2009_Floral";"100";"Magnoliales";4
"RU_Leiva 2009_Floral";"100";"Malvales";2
"RU_Leiva 2009_Floral";"100";"Rosales";1
"RU_Leiva 2009_Floral";"100";"Sapindales";4
"RU_Leiva 2009_Floral";"15";"Asterales";1
"RU_Leiva 2009_Floral";"15";"Boraginales";2
"RU_Leiva 2009_Floral";"15";"Lamiales";6
"RU_Leiva 2009_Floral";"15";"Malvales";1
"RU_Leiva 2009_Floral";"20";"Boraginales";1
"RU_Leiva 2009_Floral";"20";"Lamiales";3
"RU_Leiva 2009_Floral";"20";"Malvales";1
"RU_Leiva 2009_Floral";"20";"Sapindales";1
"RU_Leiva 2009_Floral";"40";"Arecales";1
"RU_Leiva 2009_Floral";"40";"Asterales";1
"RU_Leiva 2009_Floral";"40";"Boraginales";3
"RU_Leiva 2009_Floral";"40";"Lamiales";4
"RU_Leiva 2009_Floral";"40";"Magnoliales";2
"RU_Leiva 2009_Floral";"40";"Malvales";1
"RU_Leiva 2009_Floral";"40";"Sapindales";3
"RU_Leiva 2009_Floral";"60";"Boraginales";2
"RU_Leiva 2009_Floral";"60";"Brassicales";2
"RU_Leiva 2009_Floral";"60";"Celastrales";1
"RU_Leiva 2009_Floral";"60";"Lamiales";3
"RU_Leiva 2009_Floral";"60";"Magnoliales";4
"RU_Leiva 2009_Floral";"60";"Malvales";1
"RU_Leiva 2009_Floral";"60";"Rosales";1
"RU_Leiva 2009_Floral";"60";"Sapindales";4
"RU_Lopez-Jimenez 2019_Woody";"10";"Lamiales";75
"RU_Lopez-Jimenez 2019_Woody";"20";"Lamiales";57
"RU_Lopez-Jimenez 2019_Woody";"30";"Lamiales";81
"RU_Lopez-Jimenez 2019_Woody";"4";"Lamiales";62
"RU_Lopez-Jimenez 2019_Woody";"40";"Lamiales";91
"RU_Lopez-Jimenez 2019_Woody";"500";"Lamiales";64
"RU_Lopez-Jimenez 2019_Woody";"60";"Lamiales";88
"RU_Moola 2004_Plants_Mean percent cover";"54";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Apiales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Ericales";3
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Liliales";2
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Polypodiales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"23";"Rosales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Asterales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Ericales";4
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Lamiales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Liliales";2
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"3";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Apiales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Asparagales";2
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Asterales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Ericales";5
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Lamiales";2
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Liliales";3
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Malpighiales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Polypodiales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"500";"Rosales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Ericales";2
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Lamiales";2
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Liliales";2
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"54";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Asterales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Ericales";4
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Liliales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Polypodiales";1
"RU_Moola 2004_Plants_Percentage ocurrence quadrats";"6";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Apiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Ericales";3
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Liliales";2
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Polypodiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"23";"Rosales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Asterales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Ericales";4
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Lamiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Liliales";2
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Malpighiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"3";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Apiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Asparagales";2
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Asterales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Ericales";5
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Lamiales";3
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Liliales";3
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Malpighiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Polypodiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"500";"Rosales";2
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Ericales";2
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Lamiales";2
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Liliales";2
"RU_Moola 2004_Plants_Percentage ocurrence stands";"54";"Ranunculales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Asparagales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Asterales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Cornales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Dipsacales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Ericales";4
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Gentianales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Liliales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Malpighiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Polypodiales";1
"RU_Moola 2004_Plants_Percentage ocurrence stands";"6";"Ranunculales";1
"RU_Muniz-Castro 2011_Tree";"1.5";"Malpighiales";1
"RU_Muniz-Castro 2011_Tree";"100";"Apiales";2
"RU_Muniz-Castro 2011_Tree";"100";"Crossosomatales";2
"RU_Muniz-Castro 2011_Tree";"100";"Ericales";4
"RU_Muniz-Castro 2011_Tree";"100";"Fabales";2
"RU_Muniz-Castro 2011_Tree";"100";"Fagales";8
"RU_Muniz-Castro 2011_Tree";"100";"Gentianales";2
"RU_Muniz-Castro 2011_Tree";"100";"Laurales";2
"RU_Muniz-Castro 2011_Tree";"100";"Magnoliales";1
"RU_Muniz-Castro 2011_Tree";"100";"Sapindales";1
"RU_Muniz-Castro 2011_Tree";"100";"Saxifragales";2
"RU_Muniz-Castro 2011_Tree";"12";"Asterales";1
"RU_Muniz-Castro 2011_Tree";"12";"Ericales";1
"RU_Muniz-Castro 2011_Tree";"12";"Fabales";1
"RU_Muniz-Castro 2011_Tree";"12";"Fagales";2
"RU_Muniz-Castro 2011_Tree";"12";"Lamiales";2
"RU_Muniz-Castro 2011_Tree";"12";"Malpighiales";1
"RU_Muniz-Castro 2011_Tree";"12";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"14";"Asterales";1
"RU_Muniz-Castro 2011_Tree";"14";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"14";"Fabales";2
"RU_Muniz-Castro 2011_Tree";"14";"Fagales";2
"RU_Muniz-Castro 2011_Tree";"14";"Lamiales";2
"RU_Muniz-Castro 2011_Tree";"14";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"15";"Apiales";1
"RU_Muniz-Castro 2011_Tree";"15";"Cyatheales";1
"RU_Muniz-Castro 2011_Tree";"15";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"15";"Fabales";2
"RU_Muniz-Castro 2011_Tree";"15";"Fagales";3
"RU_Muniz-Castro 2011_Tree";"15";"Lamiales";1
"RU_Muniz-Castro 2011_Tree";"15";"Laurales";2
"RU_Muniz-Castro 2011_Tree";"15";"Malpighiales";1
"RU_Muniz-Castro 2011_Tree";"15";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"17";"Asterales";1
"RU_Muniz-Castro 2011_Tree";"17";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"17";"Fabales";1
"RU_Muniz-Castro 2011_Tree";"17";"Fagales";4
"RU_Muniz-Castro 2011_Tree";"17";"Lamiales";3
"RU_Muniz-Castro 2011_Tree";"17";"Laurales";1
"RU_Muniz-Castro 2011_Tree";"17";"Malpighiales";1
"RU_Muniz-Castro 2011_Tree";"17";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"23";"Chloranthales";1
"RU_Muniz-Castro 2011_Tree";"23";"Crossosomatales";1
"RU_Muniz-Castro 2011_Tree";"23";"Ericales";1
"RU_Muniz-Castro 2011_Tree";"23";"Fabales";1
"RU_Muniz-Castro 2011_Tree";"23";"Fagales";4
"RU_Muniz-Castro 2011_Tree";"23";"Laurales";1
"RU_Muniz-Castro 2011_Tree";"23";"Rosales";1
"RU_Muniz-Castro 2011_Tree";"23";"Sapindales";1
"RU_Muniz-Castro 2011_Tree";"23";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"35";"Asterales";1
"RU_Muniz-Castro 2011_Tree";"35";"Cyatheales";1
"RU_Muniz-Castro 2011_Tree";"35";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"35";"Fagales";3
"RU_Muniz-Castro 2011_Tree";"35";"Lamiales";3
"RU_Muniz-Castro 2011_Tree";"35";"Laurales";1
"RU_Muniz-Castro 2011_Tree";"35";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"5";"Asterales";1
"RU_Muniz-Castro 2011_Tree";"5";"Chloranthales";1
"RU_Muniz-Castro 2011_Tree";"5";"Crossosomatales";1
"RU_Muniz-Castro 2011_Tree";"5";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"5";"Fabales";2
"RU_Muniz-Castro 2011_Tree";"5";"Fagales";1
"RU_Muniz-Castro 2011_Tree";"5";"Lamiales";4
"RU_Muniz-Castro 2011_Tree";"5";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"5.5";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"5.5";"Fagales";3
"RU_Muniz-Castro 2011_Tree";"5.5";"Lamiales";2
"RU_Muniz-Castro 2011_Tree";"5.5";"Magnoliales";1
"RU_Muniz-Castro 2011_Tree";"5.5";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"8";"Asterales";1
"RU_Muniz-Castro 2011_Tree";"8";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"8";"Fagales";1
"RU_Muniz-Castro 2011_Tree";"8";"Lamiales";2
"RU_Muniz-Castro 2011_Tree";"8";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"80";"Apiales";1
"RU_Muniz-Castro 2011_Tree";"80";"Crossosomatales";1
"RU_Muniz-Castro 2011_Tree";"80";"Ericales";4
"RU_Muniz-Castro 2011_Tree";"80";"Fagales";3
"RU_Muniz-Castro 2011_Tree";"80";"Gentianales";1
"RU_Muniz-Castro 2011_Tree";"80";"Laurales";1
"RU_Muniz-Castro 2011_Tree";"80";"Malpighiales";1
"RU_Muniz-Castro 2011_Tree";"80";"Saxifragales";1
"RU_Muniz-Castro 2011_Tree";"9";"Apiales";1
"RU_Muniz-Castro 2011_Tree";"9";"Ericales";2
"RU_Muniz-Castro 2011_Tree";"9";"Fabales";1
"RU_Muniz-Castro 2011_Tree";"9";"Fagales";5
"RU_Muniz-Castro 2011_Tree";"9";"Lamiales";2
"RU_Muniz-Castro 2011_Tree";"9";"Laurales";1
"RU_Muniz-Castro 2011_Tree";"9";"Magnoliales";1
"RU_Muniz-Castro 2011_Tree";"9";"Rosales";1
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Ericales";1
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Fagales";1
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Gentianales";1
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Lamiales";9
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Malpighiales";3
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Myrtales";2
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Poales";13
"RU_Plue 2010_Beech seed bank_Abundance";"120";"Rosales";3
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Asterales";1
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Ericales";1
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Fagales";1
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Lamiales";4
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Malpighiales";2
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Myrtales";1
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Poales";10
"RU_Plue 2010_Beech seed bank_Abundance";"250";"Rosales";3
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Asterales";1
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Ericales";2
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Fagales";1
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Gentianales";1
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Lamiales";7
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Malpighiales";1
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Myrtales";2
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Poales";11
"RU_Plue 2010_Beech seed bank_Abundance";"40";"Rosales";3
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Asterales";1
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Brassicales";1
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Ericales";1
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Fagales";1
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Gentianales";1
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Lamiales";13
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Malpighiales";4
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Myrtales";1
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Poales";11
"RU_Plue 2010_Beech seed bank_Abundance";"80";"Rosales";4
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Ericales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Fagales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Gentianales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Lamiales";9
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Malpighiales";3
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Myrtales";2
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Poales";13
"RU_Plue 2010_Beech seed bank_Frecuency";"120";"Rosales";3
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Asterales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Ericales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Fagales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Lamiales";4
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Malpighiales";2
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Myrtales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Poales";10
"RU_Plue 2010_Beech seed bank_Frecuency";"250";"Rosales";3
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Asterales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Ericales";2
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Fagales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Gentianales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Lamiales";7
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Malpighiales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Myrtales";2
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Poales";11
"RU_Plue 2010_Beech seed bank_Frecuency";"40";"Rosales";3
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Asterales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Brassicales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Celastrales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Ericales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Fagales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Gentianales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Lamiales";13
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Malpighiales";4
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Myrtales";1
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Poales";11
"RU_Plue 2010_Beech seed bank_Frecuency";"80";"Rosales";4
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Asterales";1
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Brassicales";2
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Caryophyllales";2
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Celastrales";1
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Ericales";2
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Fagales";1
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Gentianales";1
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Lamiales";6
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Malpighiales";3
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Myrtales";1
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Poales";13
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Ranunculales";1
"RU_Plue 2010_Oak seed bank_Abundance";"120";"Rosales";2
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Asterales";1
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Brassicales";1
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Celastrales";1
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Ericales";1
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Fagales";2
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Lamiales";7
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Malpighiales";2
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Myrtales";1
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Poales";11
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Ranunculales";1
"RU_Plue 2010_Oak seed bank_Abundance";"250";"Rosales";3
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Asterales";3
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Brassicales";2
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Celastrales";1
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Dipsacales";1
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Ericales";2
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Fagales";1
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Gentianales";2
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Lamiales";12
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Malpighiales";3
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Myrtales";2
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Poales";15
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Ranunculales";1
"RU_Plue 2010_Oak seed bank_Abundance";"40";"Rosales";4
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Asterales";2
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Caryophyllales";1
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Celastrales";1
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Ericales";1
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Fagales";1
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Gentianales";1
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Lamiales";9
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Malpighiales";4
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Myrtales";2
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Poales";15
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Ranunculales";1
"RU_Plue 2010_Oak seed bank_Abundance";"80";"Rosales";3
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Asterales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Brassicales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Caryophyllales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Celastrales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Ericales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Fagales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Gentianales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Lamiales";6
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Malpighiales";3
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Myrtales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Poales";13
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Ranunculales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"120";"Rosales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Asterales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Brassicales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Celastrales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Ericales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Fagales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Lamiales";7
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Malpighiales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Myrtales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Poales";11
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Ranunculales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"250";"Rosales";3
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Asterales";3
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Brassicales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Celastrales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Dipsacales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Ericales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Fagales";1
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Gentianales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Lamiales";12
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Malpighiales";3
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Myrtales";2
"RU_Plue 2010_Oak seed bank_Frecuency";"40";"Poales";15
