"id_study";"age";"family";"count"
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"1";"Rhamnaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"1";"Simaroubaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"1.5";"Cannabaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"1.5";"Euphorbiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"1.5";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Anacardiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Euphorbiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Fabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Ixonanthaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Lauraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Lythraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Malvaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Moraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Oleaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Pentaphylacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Phyllanthaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Rubiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"10";"Sapindaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Anacardiaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Aquifoliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Cannabaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Celastraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Centroplacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Clusiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Dilleniaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Dipterocarpaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Euphorbiaceae";8
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Fabaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Fagaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Hypericaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Ixonanthaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Lamiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Lauraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Malvaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Marantaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Meliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Moraceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Oleaceae";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Phyllanthaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Rhizophoraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Rosaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Rubiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Rutaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"12";"Sapindaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Anacardiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Arecaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Burseraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Cannabaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Dilleniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Ebenaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Euphorbiaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Lamiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Lauraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Malvaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Meliaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Moraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Myristicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Oleaceae";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Phyllanthaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Rubiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Sapindaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Symplocaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"15";"Thymelaeaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Anacardiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Annonaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Burseraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Calophyllaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Crypteroniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Dipterocarpaceae";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Ebenaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Elaeocarpaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Euphorbiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Fabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Fagaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Lauraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Lythraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Malvaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Meliaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Moraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Myristicaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Nyssaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Oleaceae";8
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Phyllanthaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Putranjivaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Rhizophoraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Rubiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"18";"Urticaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Anacardiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Annonaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Apocynaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Burseraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Centroplacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Dipterocarpaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Ebenaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Euphorbiaceae";11
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Fabaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Lauraceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Lecythidaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Lythraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Malvaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Moraceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Myristicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Myrtaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Oleaceae";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Phyllanthaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Polygalaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Rhizophoraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Rubiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Salicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"19";"Sapotaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Achariaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Anacardiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Cannabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Euphorbiaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Hypericaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Lamiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Malvaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Myristicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Oleaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Phyllanthaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Polygalaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"2";"Rubiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Achariaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Anacardiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Aquifoliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Burseraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Cannabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Centroplacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Crypteroniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Dipterocarpaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Ebenaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Euphorbiaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Fabaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Hypericaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Ixonanthaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Lauraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Malvaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Meliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Moraceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Oleaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Pentaphylacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Putranjivaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Rubiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Rutaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Sapotaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"20";"Simaroubaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Anacardiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Burseraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Cannabaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Celastraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Coulaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Dipterocarpaceae";8
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Ebenaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Euphorbiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Lauraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Lecythidaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Magnoliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Moraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Myristicaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Myrtaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Oleaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Sapindaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"22";"Sapotaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Annonaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Arecaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Cannabaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Crypteroniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Dilleniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Dipterocarpaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Euphorbiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Fabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Fagaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Lauraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Lythraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Malvaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Myrtaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Oleaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Phyllanthaceae";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Rubiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"23";"Sapindaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Dilleniaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Euphorbiaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Fabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Lamiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Lauraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Lythraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Meliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Moraceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Oleaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Phyllanthaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Rhamnaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Rubiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Rutaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"3";"Symplocaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Achariaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Actinidiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Anacardiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Apocynaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Centroplacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Cervantesiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Clusiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Coulaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Dilleniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Dipterocarpaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Ebenaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Euphorbiaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Fagaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Malvaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Moraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Myristicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Myrtaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Oleaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Phyllanthaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Rhizophoraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"4";"Rubiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Achariaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Anacardiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Arecaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Dilleniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Euphorbiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Lauraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Malvaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Meliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Myrtaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Oleaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Oxalidaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Phyllanthaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Rhamnaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Rutaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Sapindaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"5";"Symplocaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Anacardiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Apocynaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Burseraceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Cannabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Celastraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Centroplacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Crypteroniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Dipterocarpaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Ebenaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Euphorbiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Fabaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Hypericaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Lauraceae";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Malvaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Moraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Myristicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Myrtaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Oleaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Phyllanthaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Rosaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Rubiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Sapindaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"50";"Thymelaeaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Achariaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Actinidiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Anacardiaceae";41
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Annonaceae";33
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Apocynaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Araucariaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Arecaceae";31
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Burseraceae";64
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Calophyllaceae";10
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Cannabaceae";15
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Celastraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Centroplacaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Chrysobalanaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Clusiaceae";17
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Connaraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Cornaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Coulaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Crypteroniaceae";12
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Ctenolophonaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Dilleniaceae";15
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Dipterocarpaceae";166
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Ebenaceae";39
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Elaeocarpaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Euphorbiaceae";82
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Fabaceae";56
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Fagaceae";35
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Gentianaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Hypericaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Irvingiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Ixonanthaceae";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Lamiaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Lauraceae";50
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Lecythidaceae";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Lythraceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Magnoliaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Malvaceae";53
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Melastomataceae";17
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Meliaceae";24
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Moraceae";41
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Myristicaceae";80
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Myrtaceae";53
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Nyssaceae";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Ochnaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Oleaceae";210
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Oxalidaceae";14
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Pandanaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Pentaphylacaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Peraceae";13
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Phyllanthaceae";70
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Podocarpaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Polygalaceae";16
